abacial
aplantinat
aplantinada
aplaudidor
aplaudidora
aplegador
aplegadora
aplicable
aplicador
aplicadora
aplicat
aplicada
aplomallat
aplomallada
apneic
apneica
apofisial
apologista
aponcellat
aponcellada
apoplectiforme
aporegat
aporegada
aportador
aportadora
apositiu
apositiva
apreciable
apreciador
apreciadora
apreciatiu
apreciativa
aprehensible
aprenedor
aprenedora
aprensiu
aprensiva
apressant
aprimador
aprimadora
aprimorat
aprimorada
aprofitable
aprofitador
aprofitadora
apropiable
apropiat
apropiada
apropiatiu
apropiativa
aprovable
aprovador
aprovadora
aprovatiu
aprovativa
aprovatori
aprovatòria
aprovisionador
aprovisionadora
aproximant
aproximatiu
aproximativa
apte
apta
apuntador
apuntadora
aqueu
aquea
aquiescent
arabesc
arabesca
arabitzant
arable
aracnoidal
aracnoide
arameu
aramea
aranzelari
aranzelària
aratori
aratòria
arauac
arbequí
arbequina
arbitrable
arbitrador
arbitradora
arbitral
arbitrari
arbitrària
arbitratiu
arbitrativa
arbitratori
arbitratòria
arbitrista
arborat
arborada
arborador
arboradora
arborat
arborada
arborescent
arbori
arbòria
arboricida
arboriforme
arboritzat
arboritzada
arbustiu
arbustiva
arcaic
arcaica
arcual
arcuat
arcuada
ardent
ardit
ardida
ardu
àrdua
areal
arec
arega
arenaci
arenàcia
areniforme
arenyenc
arenyenca
areolar
areolat
areolada
aresblanc
aresblanca
aresnegre
aresnegra
argilenc
argilenca
argiu
argiva
argumental
ari
ària
aritenoidal
aritenoide
arlequinat
arlequinada
armamentista
armeni
armènia
armipotent
armorial
armoriat
armoriada
arnesat
arnesada
aromatitzant
arpellut
arpelluda
arquebisbal
arquitectural
arquitecturista
arquitravat
arquitravada
arrabassador
arrabassadora
arraix
arraixa
arramassador
arramassadora
arrambador
arrambadora
arranjable
arranjador
arranjadora
arrasador
arrasadora
arrauxat
arrauxada
arredonit
arredonida
arreic
arreica
arrelat
arrelada
arrelut
arreluda
arrencador
arrencadora
arrendable
arrendador
arrendadora
arrendatari
arrendatària
arreplegable
arreplegadís
arreplegadissa
arreplegador
arreplegadora
arrienc
arrienca
arriscat
arriscada
arrissat
arrissada
arrogant
arronyacat
arronyacada
arronyonat
arronyonada
arrosegallat
arrosegallada
arrossegadís
arrossegadissa
arrossegador
arrossegadora
arrosser
arrossera
arsenat
arsenada
arsenical
artanenc
artanenca
artec
artega
arter
artera
arterial
arteriolar
artesanal
articulador
articuladora
articular
articulat
articulada
articulatori
articulatòria
artificial
artista
artitzat
artitzada
artoide
arvense
arxiducal
arxiepiscopal
asbestiforme
ascendent
ascendible
ascensional
asci
àscia
ascidiforme
ascidioide
ascogen
ascògena
asexual
asexuat
asexuada
asfixiant
asmat
asmada
asocial
aspat
aspada
aspectant
aspectiu
aspectiva
aspectual
aspirador
aspiradora
aspirant
aspiratori
aspiratòria
aspre
aspra
aspriu
aspriva
asquenazita
assagetador
assagetadora
assajador
assajadora
assalat
assalada
assaltant
assarjat
assarjada
assecador
assecadora
assecant
assedegador
assedegadora
assedegat
assedegada
assegurable
assegurador
asseguradora
assembleari
assembleària
assensurat
assensurada
assentador
assentadora
assenyalador
assenyaladora
assenyat
assenyada
assenyorat
assenyorada
assequible
asserrerat
asserrerada
assertiu
assertiva
assertori
assertòria
assessor
assessora
assetjador
assetjadora
assetjant
asseveratiu
asseverativa
assidu
assídua
assignable
assimilable
assimilador
assimiladora
assimilatiu
assimilativa
assimilatori
assimilatòria
assiri
assíria
assistencial
assistent
associable
associacionista
associatiu
associativa
assolador
assoladora
assolellat
assolellada
assolellat
assolellada
assolible
assolidor
assolidora
assonant
assortidor
assortidora
assortit
assortida
assuaujador
assuaujadora
assumat
assumada
assumible
assumpte
assumpta
assuredat
assuredada
asteca
astilar
astorador
astoradora
astral
astrictiu
astrictiva
astringent
astroide
astruc
astruga
astur
astut
astuta
atabalador
atabaladora
atacable
atacant
atafetanat
atafetanada
atalaiador
atalaiadora
ataleiat
ataleiada
atalentat
atalentada
ataronjat
ataronjada
atemptatori
atemptatòria
atendible
ateneista
atenenc
atenenca
atenorat
atenorada
atent
atenta
atenuant
aterrador
aterradora
aterridor
aterridora
ateu
atea
atiador
atiadora
aticista
atipador
atipadora
atlantista
atofat
atofada
atomitzador
atomitzadora
atordidor
atordidora
atorgable
atorgador
atorgadora
atorgant
atorrollador
atorrolladora
atorronat
atorronada
atrabiliari
atrabiliària
atractiu
atractiva
atrafegat
atrafegada
atraient
atreballat
atreballada
atrenyellat
atrenyellada
atrial
atributiu
atributiva
atrit
atrita
atrompetat
atrompetada
atroncat
atroncada
atropellador
atropelladora
atropurpuri
atropurpúria
atrotinat
atrotinada
aturador
aturadora
aturonat
aturonada
atzabegenc
atzabegenca
atziac
atziaga
atzurat
atzurada
audible
audiovisual
auditiu
auditiva
augmentable
augmentatiu
augmentativa
augural
august
augusta
auri
àuria
auricular
auriculat
auriculada
auriculoventricular
auroral
auscultador
auscultadora
auster
austera
austral
austriacista
autista
autoadhesiu
autoadhesiva
autocopiador
autocopiadora
autodidacte
autodidacta
autodirigit
autodirigida
autoexplosiu
autoexplosiva
autogen
autògena
autogestionari
autogestionària
autoguiat
autoguiada
autoic
autoica
autoimmunitari
autoimmunitària
automorf
automorfa
automotor
automotora
automotriu
automotor
automotora
automotriu
autonomista
autopropulsat
autopropulsada
autoreductor
autoreductora
autoritari
autoritària
autoritzable
autoritzat
autoritzada
autosuficient
autumnal
auxiliador
auxiliadora
auxiliar
avalador
avaladora
avalotador
avalotadora
avaluable
avaluador
avaluadora
avanter
avantera
avantguardista
avar
avara
avenaci
avenàcia
aventallat
aventallada
aventurer
aventurera
averroista
aversiu
aversiva
avial
aviari
aviària
avinent
avisador
avisadora
avituallador
avitualladora
avivable
avivador
avivadora
avorrible
avorridor
avorridora
avorrit
avorrida
avortista
avulsiu
avulsiva
avuncular
avunculocal
axial
axiforme
axoide
azimutal
azoic
azoica
azotat
azotada
babau
babaua
babiloni
babilònia
bable
bacallaner
bacallanera
bacanal
bacanard
bacanarda
bacciforme
baciu
baciva
bacterial
bactericida
bacteroide
baculiforme
badoc
badoca
bafaner
bafanera
bagasser
bagassera
bagenc
bagenca
bahaista
bai
baia
bai
baia
baix
baixa
baix
baixa
baixista
baladrer
baladrera
balanoide
balb
balba
balbucient
balconer
balconera
balder
baldera
baldufer
balear
balener
balenera
balener
balenera
balenoide
balera
ballable
ballador
balladora
balneari
balneària
baltoeslau
baltoeslava
balutxi
bambo
bamba
bambo
bamba
banal
bananer
bananera
bancari
bancària
bandat
bandada
bandat
bandada
bantu
banyabaix
banyabaixa
banyadaurat
banyadaurada
banyegaire
banyut
banyuda
baptismal
baptista
barat
barata
barat
barata
barater
baratera
barbablanc
barbablanca
barbaclar
barbaclara
barbaflorit
barbaflorida
barbafort
barbaforta
barbafresc
barbafresca
barbamec
barbameca
barbanegre
barbanegra
barbapunyent
barbaresc
barbaresca
barbre
barbulat
barbulada
barbullent
barbut
barbuda
barcelonista
bardissenc
bardissenca
bardisser
bardissera
baronial
barraample
barraampla
barragana
barraprim
barraprima
barrejadís
barrejadissa
barretinaire
barrinador
barrinadora
barroc
barroca
barroer
barroera
barrut
barruda
basal
basaltiforme
basaltoide
basc
basca
basc
basca
basidial
basilar
basilical
basquista
bast
basta
bast
basta
bastard
bastarda
bastillat
bastillada
batallador
batalladora
batallant
bataller
batallera
batedor
batedora
bategant
batent
batial
batisser
batissera
batusser
batussera
batxiller
batxillera
batzoler
batzolera
bavós
bavosa
beat
beata
beatamaria
becari
becària
becarrat
becarrada
becgroc
becgroga
becllarg
becllarga
becut
becuda
becvermell
becvermella
beguder
begudera
belador
beladora
belai
belaia
belga
bell
bella
bellparler
bellparlera
bellugadís
bellugadissa
bemoll
benafecte
benafecta
benamat
benamada
benanant
benastruc
benastruga
benaurat
benaurada
benaventurat
benaventurada
bencossat
bencossada
benefactiu
benefactiva
benefactor
benefactora
beneficial
beneficiari
beneficiària
beneit
beneita
beneiter
beneitera
benestant
beneventà
beneventana
benfactor
benfactora
bengalí
bengalina
benhumorat
benhumorada
benicarlando
benicarlanda
benidormer
benidormera
benigne
benigna
benintencionat
benintencionada
benmereixent
benparlant
benparlat
benparlada
benpensant
benvingut
benvinguda
benvingut
benvinguda
benvolent
benvolgut
benvolguda
benzenoide
benzoic
benzoica
beoci
beòcia
bequerut
bequeruda
bequerut
bequeruda
berber
bergamasc
bergamasca
beribrace
bernat
bernada
bertran
besador
besadora
besantat
besantada
bescantador
bescantadora
bescanviable
bescanviador
bescanviadora
bescollut
bescolluda
bessó
bessona
bessoner
bessonera
bestial
bestinal
bestioler
bestiolera
betlemita
betzarrut
betzarruda
betzol
betzola
bevedor
bevedora
bevible
biangular
bianual
biarticulat
biarticulada
biauricular
biaxial
biblioclasta
bibliotecari
bibliotecària
bicable
bicameral
bicipital
bicircular
bicolor
bicondicional
biconvex
biconvexa
bicorne
bicornuat
bicornuada
bicorporal
bicorpori
bicorpòria
bicursal
bicuspidat
bicuspidada
bidentat
bidentada
bidigitat
bidigitada
bidimensional
biennal
biestable
bifacial
bifi
bífia
bifilar
bifistular
bifocal
biforat
biforada
biforme
bifront
bigarrat
bigarrada
bigeminat
bigeminada
bigotut
bigotuda
bijectiu
bijectiva
bilabial
bilabiat
bilabiada
bilabiovelar
bilateral
biliar
bilineal
biliteral
bilobat
bilobada
bilobulat
bilobulada
bilocal
bilocular
biloculat
biloculada
bimanual
bimembre
bimensual
bimestral
bimolecular
bimotor
bimotora
binari
binària
binaural
binocular
binodal
binomi
binòmia
binomial
binuclear
binucleat
binucleada
biodegradable
bipalmat
bipalmada
bipartible
bipenne
bipinnat
bipinnada
bipiramidal
biplanar
biplanari
biplanària
bipolar
biquadrantal
biquadrat
biquadrada
biradiat
biradiada
birectangle
birefringent
birrem
bisanual
bisbal
bisbalenc
bisbalenca
bisector
bisectora
biserial
biseriat
biseriada
bisetmanal
bisexual
bisexuat
bisexuada
bisolcat
bisolcada
bissextil
bitangent
bitlletat
bitlletada
bitonal
bivalve
bivalva
bivariable
bla
blana
blader
bladera
blan
blana
blanc
blanca
blanc
blanca
blancal
blanenc
blanenca
blanquejant
blasfem
blasfema
blasfemador
blasfemadora
blasmable
blasmador
blasmadora
blastomador
blastomadora
blau
blava
blauverda
blau
blava
blavenc
blavenca
blavenc
blavenca
blegadís
blegadissa
blenat
blenada
blocador
blocadora
bloquejador
bloquejadora
bo
bona
boal
bobinador
bobinadora
bobo
bocaample
bocaampla
bocabadant
bocabadat
bocabadada
bocat
bocada
bocadur
bocadura
bocaestret
bocaestreta
bocafluix
bocafluixa
bocafort
bocaforta
bocafresc
bocafresca
bocamoll
bocamolla
bocanegre
bocanegra
bocarrut
bocarruda
bocat
bocada
bocatort
bocatorta
bocut
bocuda
bogal
bogomil
bohemi
bohèmia
boiet
boieta
boig
boja
boirenc
boirenca
bojal
boleter
boletera
bolonera
bolxevic
bombable
bombarder
bombardera
bonancenc
bonancenca
bonegador
bonegadora
bonent
bonic
bonica
bonidor
bonidora
bonifaci
bonifàcia
bonyarrut
bonyarruda
bonyegut
bonyeguda
boratat
boratada
borbollaire
borbollejant
bord
borda
bord
borda
bordador
bordadora
bordeller
bordellera
bordenc
bordenca
bordissenc
bordissenca
bordisser
bordissera
boreal
borgenc
borgenca
borni
bòrnia
borrallut
borralluda
borrasquer
borrasquera
borratgenca
borratxo
borratxa
borratxo
borratxa
borreguer
borreguera
borrer
borrera
borrianenc
borrianenca
borrianer
borrianera
borroner
borrut
borruda
borsari
borsària
boscà
boscana
bosquerol
bosquerola
bosquí
bosquina
bossut
bossuda
botedor
botedora
boterut
boteruda
botifler
botiflera
botuliforme
botzinaire
bouenc
bouenca
bovo
bova
bovenc
bovenca
bover
bovera
bracejador
bracejadora
bracejant
bracer
bracera
bracer
bracera
bracteal
bracteat
bracteada
bracteolat
bracteolada
bragat
bragada
bragat
bragada
bramador
bramadora
bramaire
brancut
brancuda
brandador
brandadora
branquial
branquiat
branquiada
braolador
braoladora
braquial
braquiodont
braquiodonta
brasiler
brasilera
brau
brava
brau
brava
bretessat
bretessada
breu
brevilini
brevilínia
brevipenne
brevirostre
brevistil
brevistila
brillant
brocatellat
brocatellada
brogent
brogidor
brogidora
broix
broixa
brom
bromista
bromós
bromosa
broncopulmonar
bronquial
bronzejador
bronzejadora
brossenc
brossenca
brostejador
brostejadora
bru
bruna
brument
brumidor
brumidora
brunenc
brunenca
brunzent
brunzinaire
brusc
brusca
brusc
brusca
brusent
brusquer
brusquera
brut
bruta
brutal
brutesc
brutesca
bubi
bucal
budista
buf
bufa
buf
bufa
bufarell
bufarella
bufonesc
bufonesca
buit
buida
buit
buida
bulbar
bullent
bunodont
bunodonta
burell
burella
burgundi
burgúndia
burjassoter
burjassotera
burlador
burladora
burlaner
burlanera
burler
burlera
burlesc
burlesca
burleta
burro
burra
burral
burro
burra
bussejador
bussejadora
butaner
butanera
butiraci
butiràcia
cabal
cabdal
cabellblanc
cabellblanca
cabellut
cabelluda
cabilenc
cabilenca
cabriter
cabrú
cabruna
caciquista
cactiforme
cacuminal
cadastral
cadell
cadella
cadell
cadella
caderner
caduc
caduca
caducifoli
caducifòlia
cafeter
cafetera
cafeter
cafetera
cafit
cafida
cafre
cagador
cagadora
cagaire
caganer
caganera
caganer
caganera
caiaquista
cairota
cairut
cairuda
caixmiri
calapetenc
calapetenca
calb
calba
calb
calba
calcani
calcània
calcari
calcària
calcinal
calculable
calculador
calculadora
calculatori
calculatòria
cald
calda
cald
calda
caldaic
caldaica
caldeu
caldea
calefactor
calefactora
calent
calenta
caliciforme
calicular
caliculat
caliculada
califal
callat
callada
callat
callada
callol
callola
callós
callosa
calm
calma
calm
calma
calmable
calmant
calmut
calmuda
calua
calumniador
calumniadora
calvinista
camacoix
camacoixa
camacurt
camacurta
camat
camada
camaldulenc
camaldulenca
camallarg
camallarga
camallarg
camallarga
camanduler
camandulera
camanegre
camanegra
camaobert
camaoberta
camaprim
camaprima
camat
camada
camatort
camatorta
cameral
cameralista
camforaci
camforàcia
caminador
caminadora
caminer
caminera
camiser
camisera
camosí
camosina
campal
campaner
campanera
campaner
campanera
campaniforme
campanulat
campanulada
campanut
campanuda
campanyol
campanyola
camperol
camperola
campestre
camut
camuda
canadenc
canadenca
canaler
canalera
canalicular
canalitzable
canaller
canallera
cananeu
cananea
canareu
canareva
canari
canària
cancelleresc
cancelleresca
cancerigen
cancerígena
cancriforme
candent
candi
càndia
candial
caner
canera
canescent
canibalesc
canibalesca
canicular
canoner
canonera
canonical
canonitzable
canor
canora
cansat
cansada
cantable
cantadís
cantadissa
cantador
cantadora
cantaire
cantant
cantellut
cantelluda
cantonat
cantonada
cantonal
cantonalista
cantonat
cantonada
cantoner
cantonera
canut
canuda
canviable
canviant
canviari
canviària
canyiula
capacitat
capacitada
capacitatiu
capacitativa
capalt
capalta
caparrut
caparruda
capbaix
capbaixa
capblanc
capblanca
capbrevador
capbrevadora
capbuit
capbuida
capbussador
capbussadora
capbussaire
capcot
capcota
capdavanter
capdavantera
capdret
capdreta
capellaner
capellanera
capellanesc
capellanesca
capellut
capense
capesflorat
capesflorada
capfinit
capfinida
capfluix
capfluixa
capicua
capirotat
capirotada
capisser
capissera
capistrat
capistrada
capital
